4119565.33856,550589.816793
4119565.86919,550590.69934
4119566.39065,550591.564642
4119566.91276,550592.44443
4119567.48491,550593.40569
4119568.02649,550594.325434
4119568.54921,550595.215865
4119569.05756,550596.082428
4119569.58014,550596.979514
4119570.09974,550597.873808
4119570.60369,550598.74646
4119571.13139,550599.664808
4119571.63777,550600.54336
4119572.147,550601.433872
4119572.67409,550602.343795
4119573.19173,550603.248155
4119573.70781,550604.140696
4119574.20861,550605.013661
4119574.7405,550605.921632
4119575.2461,550606.792203
4119575.78827,550607.7183
4119576.31682,550608.623334
4119576.82763,550609.500527
4119577.33079,550610.36638
4119577.84952,550611.268071
4119578.39183,550612.187069
4119578.89849,550613.0495
4119579.42961,550613.952447
4119580.0137,550614.960802
4119580.52859,550615.839892
4119581.04855,550616.731373
4119581.57241,550617.625935
4119582.09031,550618.512991
4119582.59516,550619.382678
4119583.13302,550620.298596
4119583.65464,550621.189327
4119584.19256,550622.114117
4119584.72148,550623.01959
4119585.28099,550623.969092
4119585.78581,550624.833307
4119586.32829,550625.749197
4119586.83988,550626.633333
4119587.44884,550627.686932
4119587.96693,550628.575169
4119588.49498,550629.490406
4119589.02213,550630.407571
4119589.55673,550631.334598
4119590.06328,550632.210631
4119590.5685,550633.079131
4119591.09666,550633.981354
4119591.62154,550634.89173
4119592.14468,550635.789104
4119592.68739,550636.711201
4119593.20977,550637.604735
4119593.73216,550638.499747
4119594.25605,550639.398594
4119594.7665,550640.276821
4119595.26634,550641.143429
4119595.79639,550642.051407
4119596.34262,550643.006901
4119596.85444,550643.895914
4119597.38476,550644.819712
4119597.89094,550645.693823
4119598.40295,550646.585644
4119598.9097,550647.463004
4119599.43061,550648.357285
4119599.93673,550649.252837
4119600.252,550650.235895
4119600.24091,550651.249164
4119599.97029,550652.213278
4119599.43607,550653.097209
4119598.67697,550653.792039
4119597.75769,550654.264257
4119596.77795,550654.490932
4119595.76203,550654.511548
4119594.75692,550654.516867
4119593.70062,550654.497949
4119592.65224,550654.471146
4119591.60346,550654.410335
4119590.53924,550654.333796
4119589.51859,550654.214555
4119588.47592,550654.063507
4119587.48859,550653.859483
4119586.5161,550653.569606
4119585.52749,550653.152658
4119584.65784,550652.656178
4119583.8317,550652.01334
4119583.1291,550651.283402
4119582.5252,550650.456309
4119581.97884,550649.541035
4119581.43131,550648.616157
4119580.89964,550647.714694
4119580.36922,550646.838213
4119579.8421,550645.95565
4119579.29063,550645.020592
4119578.76911,550644.146571
4119578.24551,550643.266056
4119577.72303,550642.387013
4119577.20762,550641.513399
4119576.67169,550640.611813
4119576.1518,550639.732458
4119575.61348,550638.831182
4119575.07902,550637.928108
4119574.55799,550637.04388
4119574.02649,550636.139605
4119573.5155,550635.264041
4119573.01246,550634.38902
4119572.48192,550633.460193
4119571.97101,550632.567919
4119571.45955,550631.675648
4119570.95653,550630.803288
4119570.43951,550629.909128
4119569.93561,550629.043872
4119569.42277,550628.167578
4119568.9056,550627.278742
4119568.39759,550626.408039
4119567.86235,550625.495948
4119567.32385,550624.567019
4119566.79086,550623.659942
4119566.28078,550622.782449
4119565.77595,550621.916753
4119565.27684,550621.048657
4119564.77253,550620.1766
4119564.2673,550619.304844
4119563.74844,550618.412616
4119563.24092,550617.530079
4119562.66041,550616.531312
4119562.13495,550615.616795
4119561.62872,550614.734102
4119561.11363,550613.852202
4119560.59637,550612.94843
4119560.07998,550612.066981
4119559.56803,550611.184913
4119559.05432,550610.317791
4119558.54518,550609.442213
4119558.00268,550608.523657
4119557.46589,550607.600631
4119556.95242,550606.74164
4119556.41047,550605.822489
4119555.87017,550604.900075
4119555.35877,550604.017855
4119554.82587,550603.094805
4119554.32234,550602.230578
4119553.81874,550601.352896
4119553.31593,550600.484524
4119552.77748,550599.561211
4119552.26597,550598.690673
4119551.73259,550597.782264
4119551.20463,550596.882103
4119550.62977,550595.930618
4119550.08856,550595.011018
4119549.56923,550594.131654
4119549.0679,550593.263864
4119548.54182,550592.368275
4119548.01285,550591.454812
4119547.50447,550590.581445
4119547.00607,550589.708609
4119546.49338,550588.795194
4119545.96735,550587.877424
4119545.44594,550586.960218
4119544.89065,550586.127649
4119544.17541,550585.354452
4119543.33557,550584.770392
4119542.40645,550584.25341
4119541.36503,550583.939983
4119540.3045,550584.045441
4119539.25855,550584.147113
4119538.19461,550584.393807
4119537.22765,550584.745793
4119536.24407,550585.164421
4119535.24691,550585.630301
4119534.3283,550586.090237
4119533.32157,550586.656432
4119532.46283,550587.202808
4119531.50707,550587.880634
4119530.71524,550588.513555
4119529.95369,550589.233686
4119529.27764,550589.994115
4119528.72777,550590.86099
4119528.31469,550591.842529
4119528.09395,550592.892557
4119528.13691,550593.917339
4119528.35478,550594.908979
4119528.77902,550595.871133
4119529.28584,550596.761221
4119529.79751,550597.627768
4119530.34906,550598.545385
4119530.91444,550599.426543
4119531.43912,550600.303362
4119531.94896,550601.203634
4119532.46832,550602.117897
4119533.00567,550603.042845
