4400585.25538,474870.085214
4400585.85389,474870.109447
4400586.36885,474870.116415
4400586.87251,474870.127773
4400587.4213,474870.13985
4400587.96825,474870.148066
4400588.51585,474870.185124
4400589.0498,474870.267826
4400589.54954,474870.289451
4400590.06744,474870.300284
4400590.61721,474870.296088
4400591.1283,474870.297904
4400591.65811,474870.287931
4400592.16071,474870.283295
4400592.71404,474870.265975
4400593.23074,474870.24882
4400593.74503,474870.234085
4400594.28945,474870.224874
4400594.83211,474870.245925
4400595.3532,474870.242777
4400595.91427,474870.233192
4400596.44681,474870.237934
4400597.01545,474870.231229
4400597.74706,474870.225772
4400598.26024,474870.211462
4400598.80225,474870.2021
4400599.32981,474870.201829
4400599.91563,474870.203033
4400600.43342,474870.192307
4400601.08785,474870.199589
4400601.66951,474870.17351
4400602.17178,474870.155594
4400602.68831,474870.135584
4400603.20756,474870.132144
4400603.73274,474870.121585
4400604.25244,474870.094446
4400604.78541,474870.078059
4400605.32431,474870.061976
4400605.85812,474870.071148
4400606.38393,474870.040175
4400606.91379,474870.016781
4400607.45514,474869.983288
4400607.96737,474869.975971
4400608.50421,474869.966877
4400609.03705,474869.936069
4400609.57521,474869.918128
4400610.10285,474869.893728
4400610.65134,474869.882674
4400611.1997,474869.858485
4400611.73941,474869.818705
4400612.29231,474869.817659
4400612.85729,474869.800806
4400613.41661,474869.762946
4400613.97957,474869.739518
4400614.56262,474869.739999
4400615.1354,474869.71489
4400615.70245,474869.68448
4400616.28847,474869.683829
4400616.8732,474869.67989
4400617.45481,474869.66666
4400618.04391,474869.62647
4400618.64419,474869.618727
4400619.24591,474869.623124
4400619.84995,474869.598261
4400620.45956,474869.565134
4400621.05894,474869.550106
4400621.65609,474869.537356
4400622.25024,474869.53873
4400622.84773,474869.535404
4400623.40396,474869.533656
4400624.00353,474869.518058
4400624.59696,474869.510863
4400625.19151,474869.50253
4400625.81874,474869.455327
4400626.4157,474869.44486
4400627.02022,474869.44327
4400627.62419,474869.438395
4400628.22597,474869.423803
4400628.82127,474869.410047
4400629.42173,474869.404161
4400630.032,474869.398307
4400630.6495,474869.384909
4400631.24704,474869.366306
4400631.8658,474869.36462
4400632.48289,474869.361929
4400633.0922,474869.366351
4400633.71117,474869.354386
4400634.32529,474869.356825
4400634.82521,474869.380307
4400635.45825,474869.366389
4400636.07891,474869.349718
4400636.59719,474869.357554
4400637.10867,474869.353232
4400637.61606,474869.355608
4400638.2185,474869.365576
4400638.84503,474869.364914
4400639.35703,474869.369018
4400639.87751,474869.383715
4400640.5362,474869.389727
4400641.04421,474869.370545
4400641.55866,474869.364234
4400642.06308,474869.368599
4400642.57367,474869.35328
4400643.19822,474869.333195
4400643.82335,474869.307687
4400644.32826,474869.333469
4400644.94685,474869.3265
4400645.5572,474869.293376
4400646.15822,474869.283493
4400646.72718,474869.294494
4400647.27346,474869.282434
4400647.8369,474869.285849
4400648.35397,474869.26841
4400648.87876,474869.264846
4400649.38726,474869.265655
4400649.9163,474869.267815
